Filename,Category,Reference,SHA 1,MD5,Hash (SHA256)
STCAUSAL.EXE,CD,https://www.virustotal.com/en/file/e69a5ff4fc4e3a1958d1d25f31ab85bcd477c2bc95365a01c513c22715f2db0d/analysis/,57970567442a5d3e66e10c4852172bfc536d77be,bb1b6f26d6f94d8fc704b4b7892aeeba,e69a5ff4fc4e3a1958d1d25f31ab85bcd477c2bc95365a01c513c22715f2db0d
TAGLI.EXE,CD,https://www.virustotal.com/en/file/40977ce5c1e3a5296f4359d30a9a9518a83259410bdc6a568cab2e0c30311c8c/analysis/,31a89ea1c539f710189ec4bdccfb8baf68adc352,bcc6501b750ec5cbd558a11ad4445bda,40977ce5c1e3a5296f4359d30a9a9518a83259410bdc6a568cab2e0c30311c8c
test_fs.exe,A,https://www.virustotal.com/en/file/cedaf3f2bdbd936ca276b636bb119136d67e0e2fa74614442c95bdbae6c50585/analysis/,c7d3c7b4ff167ccc0957f5659c5591f2ed43e70a,b1c1f4f3e9189ca1763e8b2ca3bbfdfa,cedaf3f2bdbd936ca276b636bb119136d67e0e2fa74614442c95bdbae6c50585
Themida.exe,A,https://www.virustotal.com/en/file/f3fc6d8ed53b5be3be601281848d26134fa85ba4737ab69b13a50a3a8dd523cb/analysis/,0ad4455380b6c2224bf6d0d5112653db2e05ab28,37b5ee810eee08eb46da2d4d1710262f,f3fc6d8ed53b5be3be601281848d26134fa85ba4737ab69b13a50a3a8dd523cb
TK.EXE,CD,https://www.virustotal.com/en/file/ba6038236dfe8db7ccfe782a7ea55ce182c97767ca2fe195e0f67204e14983e1/analysis/,3784602da864abb4bc3cf97cf0816f26b4f46d18,d8905758dc805f34902edb4a625a8dd7,ba6038236dfe8db7ccfe782a7ea55ce182c97767ca2fe195e0f67204e14983e1
tnp.exe,CD,https://www.virustotal.com/en/file/ecb4779c87ea2c0a95ccd1d0231ba063e4b53d86d28b29d0566a8ef0192f485d/analysis/,e63d07c5ea064dee4a714e65f0745f439899be91,96ebe410e37debc175a137c82ceee7d9,ecb4779c87ea2c0a95ccd1d0231ba063e4b53d86d28b29d0566a8ef0192f485d
tor-browser-2.2.35-7.1_en-US.exe,A,https://www.virustotal.com/en/file/3b471511630e5ae364c28de07dae041a5b44a040f49e15735afa509e44801863/analysis/,7c1db3fff72b3c8180fe0eedd092328e29b61588,fa6d890c0780e5bb42550ac52e46e94d,3b471511630e5ae364c28de07dae041a5b44a040f49e15735afa509e44801863
UFED_Physical_Analyzer.exe,D,Cellebrite Foresnics,0ed9a779864333b37ed3ed697b185ab39ee9f544,4e0f4146a22ee299cb3722f24f13af93,477f1f7dfd4ec43da8b3ebfd162812208ea085edf3259ba1e8b0b551825004b6
unins000.exe,CD,https://www.virustotal.com/en/file/c8a7064daa5c1e209a7085a829b4d393b8d80835deae7c1d1b35a0d437c0e0f8/analysis/,ceb83a86664f53a41ab91027713a6043997cd14c,6d733812e0121f1bbb8dbf2e19c478fe,c8a7064daa5c1e209a7085a829b4d393b8d80835deae7c1d1b35a0d437c0e0f8
Updater.exe,CD,https://www.virustotal.com/en/file/a58dd0b17c7989e3dcad1057c4f8473d5c18bc134b29f8aa52b30062c73ae672/analysis/,c6ed9d301a7c52d83896a7437ada2503a9f57d16,bc6545ab89ec3df3c915ef3c55be29a7,a58dd0b17c7989e3dcad1057c4f8473d5c18bc134b29f8aa52b30062c73ae672
uTorrent.exe,A,https://www.virustotal.com/en/file/d94b971cecd864fe6153ebe94a775157f3cdb69e8ad802eb78cfc0136737c0f2/analysis/,1f78800e17ecf9535eb695b5665f1da4258be70b,432f4e8794a2ea8a64e4c75ea80b790e,d94b971cecd864fe6153ebe94a775157f3cdb69e8ad802eb78cfc0136737c0f2
vb_decompiler_lite.exe,D,https://www.virustotal.com/en/file/285d311762bd9beaf15447dcbc33bb5c08f3c89a269de0046b5f5bf16519cac6/analysis/,6f42840a26ccfcc114f316575b82c7b30adfc6bb,d0f69bcd67ff750209aa907644500653,285d311762bd9beaf15447dcbc33bb5c08f3c89a269de0046b5f5bf16519cac6
vector-default.exe.dan,A,,11662f991e15213c282357723bcc49059f6c55f2,158105fd8f227ab0a2e3440724520275,d64a0092cf3b55f68c671d462be80241d3a45b75667bb29f624f52aea7f1246f
veeam_backup_7.0.0.839.patch3_setup.exe,D,Seen about a year a go. Not in VT.,ecbd1d800479afe1c034c677ead22d2330cd8990,2b3990318513f2df3851dcf3605aa2f5,917a3d71a1cddeb983e3ce1823f60eca1942981265ebfbbe4cf243f1545bb575
VMProtect_Con.exe,A,https://www.virustotal.com/en/file/2b5560f11b24de4fac1b0998cfe80138c2a4f87bb15f6eba6f7f58a5cf1f8622/analysis/,50651dbc0af0ff5f1623c468fd4ed4eeb3f2460d,5cd44e29316435cda62790801ec4f473,2b5560f11b24de4fac1b0998cfe80138c2a4f87bb15f6eba6f7f58a5cf1f8622
VMProtectDumper.exe,CD,https://www.virustotal.com/en/file/1a67b08eb7be0ec141d407b6273bf9358874f8431eb79394f7222387d2e3b198/analysis/,57d7c162702b871614c43f1673a91a4f4e182512,39aad650128cc31ff28290f3ad290f6d,1a67b08eb7be0ec141d407b6273bf9358874f8431eb79394f7222387d2e3b198
VMProtect.exe,A,https://www.virustotal.com/en/file/60562a923d1fb595d6e144a0957bc5f9fda0d3f105c316ab5e7d7cd27ff0c27f/analysis/,5fe9dad18883d1dc64dacb7aa8dd7988ca7b52bb,3b726e15b2e161a5acadb1a1bce87cb9,60562a923d1fb595d6e144a0957bc5f9fda0d3f105c316ab5e7d7cd27ff0c27f
vmprotect.exe,CD,https://www.virustotal.com/en/file/2e099df103d467e3d9a44af15c047e3deb2540ce4d54e01294c511e17e6479e4/analysis/,426d008139ede8b04ef465f0bc669b0ab709be07,e176c61ea82b43bbeb543b6c68d7a358,2e099df103d467e3d9a44af15c047e3deb2540ce4d54e01294c511e17e6479e4
VMProtect_Ext.dll,CD,https://www.virustotal.com/en/file/e4c4086b2cd79453fd7a25db4c079f4ff1d183947499fdd4961f5df8d60a1c6d/analysis/,56d62fae86162da2fd798dbc8eeecb088c7c20eb,7c43361c94bddf46c991eb83d9955596,e4c4086b2cd79453fd7a25db4c079f4ff1d183947499fdd4961f5df8d60a1c6d
VMware-converter-en-5.1.0-1087880.exe,D,Cracked/Pirated,f3a57d486f540d5994c00c60d4d1150de6106d81,f4d90eaec30bacf6fc709a5623c7bb4c,32abff1cee3791ea98f7205eb504465c60bd7e57c2b6048929eed56822e67efc
VMWare-workstation-7-keygen.exe,A,https://www.virustotal.com/en/file/0a5c0224092468a4669f04721e291e3e89653d1ecf436c5c4dd7f1f8df4d0ff7/analysis/,1b8f53c2ee42fff1f333223e82d3e538792b9778,309ad3a96832730545d1ff1f4fdd8de2,0a5c0224092468a4669f04721e291e3e89653d1ecf436c5c4dd7f1f8df4d0ff7
VR2.dll,CD,https://www.virustotal.com/en/file/5af63dcc0c0330a2de8e4a3f3756e7951d2ce02655f94eee77682653eb6ae949/analysis/,e904dca98c2fec54b8c07befefa4b65c65058f75,2fe29513b40eb73e122285513d91ff04,5af63dcc0c0330a2de8e4a3f3756e7951d2ce02655f94eee77682653eb6ae949
VR.exe,CD,https://www.virustotal.com/en/file/58378701354e6eaa658d5f0977032522a80ce171e15b841b18dec8a56cb566ea/analysis/,d06144b87c2eae9d7dfafb0c29d70a88f28c0ee7,807c09828455846508b3232388d4eecf,58378701354e6eaa658d5f0977032522a80ce171e15b841b18dec8a56cb566ea
wapsender.exe,A,https://www.virustotal.com/en/file/f1ab31f87585c824381ecd5411441bb1c755d81dd0f42bc08fbb061b9066fba0/analysis/,6a951c1da9080886fb931d01711b225c1368e6e6,29d51c29dd3f0811d403c329053a2f35,f1ab31f87585c824381ecd5411441bb1c755d81dd0f42bc08fbb061b9066fba0
WapSender.exe,CD,https://www.virustotal.com/en/file/ed4f21dd3c01e7636cbc30cf549d347cb385099c18bf282880b7df7a18140f6e/analysis/,46a5a764bb79b7db937f1f1749438e41bc69872e,91b034905c4a8cb10b9adedfc7349fdf,ed4f21dd3c01e7636cbc30cf549d347cb385099c18bf282880b7df7a18140f6e
WDSOleDB.exe,CD,https://www.virustotal.com/en/file/199291791ccd7ca5bed11be7b50ca72750d9d78e30694730f159729a4835f5c2/analysis/,2e8c0e4d6bda2f784c1dbfaed88319e79ce336fc,b1417cbfb402e47599e9c4830cd27081,199291791ccd7ca5bed11be7b50ca72750d9d78e30694730f159729a4835f5c2
win32_remote64.exe,A,https://www.virustotal.com/en/file/f08e6bc6c3a6771f697d4f724bb238f837f61d988c29a2d77dd73cd36a4a38b7/analysis/,333a5d4082808206eeedd309e02d88e720587e4f,1fc10a99ce2652ba0ec7bed0f8f05c2c,f08e6bc6c3a6771f697d4f724bb238f837f61d988c29a2d77dd73cd36a4a38b7
win32_remote.exe,A,https://www.virustotal.com/en/file/3f85279eee498578935e7f51881f8411be5ac7ba45f2334699230cd0b9d60032/analysis/,e19a240f49e953a8ec9a7efc3b0e47cc8ecb07c2,aee7029335a4df8ac44d3587e41c21dc,3f85279eee498578935e7f51881f8411be5ac7ba45f2334699230cd0b9d60032
win64_remotex64.exe,CD,https://www.virustotal.com/en/file/ba4d1658047690d3fc9dd96fb5d56c146dcaa14c1e72f2fd5bbab1920ed0741b/analysis/,e1b8542ee7315ca5ad34dc60cc0c2f0f59b73aa3,227f885ffa41252a18bdb1b43323a9d6,ba4d1658047690d3fc9dd96fb5d56c146dcaa14c1e72f2fd5bbab1920ed0741b
winappdbg-1.4.win32.exe,A,,b01b815d200a6cc90a0a15f9cde89fa93b7f9dc6,f2e0816f239a4066dcf4f035d3c91021,f4c27c563e9fd56990f1082cc185c8a6f0b04fee97b57042db10300e1eb37f97
WinEvent.exe,CD,https://www.virustotal.com/en/file/635cdff6a80983828b251fef7147f2b92a6446cd55ed7127c8140cdc8100d60b/analysis/,5cf34cc014610ee9904e5839512144345f854a07,5ba76e2041fec128933cc09418df59f3,635cdff6a80983828b251fef7147f2b92a6446cd55ed7127c8140cdc8100d60b
WinHex.exe,CD,https://www.virustotal.com/en/file/4795d51d9cf26d9a3decb90695e4d903fd482548b356547c023e2899cd120d56/analysis/,33c23e9ac2c9ccb3d6c3591345c45e506c093c57,a431bf8ab5cfd54fcbfc82ae12bcf3b2,4795d51d9cf26d9a3decb90695e4d903fd482548b356547c023e2899cd120d56
WINWORD.EXE,A,https://www.virustotal.com/en/file/200c0623f75433c1e2821d930e6f3e072c5e06f2bd1770551595acc3b170febf/analysis/,f039f975acec4b8b60b7619cc75e0b87d809315c,60b9933665169020a3565781e4058e08,200c0623f75433c1e2821d930e6f3e072c5e06f2bd1770551595acc3b170febf
WiseRegCleaner.exe,CD,https://www.virustotal.com/en/file/99e4d4e0117a5b391b2c2030b62915d066900690b14145bf444fbe5f98f90df1/analysis/,64c403fde6e9d3c902775a0f41b9182e599a7afc,4c1175dce7f7e505cb679813c1a5d681,99e4d4e0117a5b391b2c2030b62915d066900690b14145bf444fbe5f98f90df1
wps.exe,CD,https://www.virustotal.com/en/file/23972fe89540cf6636288612ecb6090b9f0c23e12bf02d5cb69def679105157c/analysis/,eee02518ea2c34dd4a39f5a8d971d473020d7119,ceacc145be4a0c871eb69d323a3890c3,23972fe89540cf6636288612ecb6090b9f0c23e12bf02d5cb69def679105157c
Y2KUPD.EXE,CD,https://www.virustotal.com/en/file/0e3857bdba2e678a98da13317fd128341247964349c2483971e650b8d19ef914/analysis/,5ca3d40a3b4b9309f04f6eb0829dee38ac55dbb5,f6d8cd5c258af28d37437710d8d1c92b,0e3857bdba2e678a98da13317fd128341247964349c2483971e650b8d19ef914
